"topic","id"
"How is primary biliary cirrhosis treated?","23355f7e-a607-44df-9ea5-5787bda366f8"
"Medications","b3535676-771a-40d2-9e94-96a5e260aa95"
"Avoiding Alcohol and Other Substances","cbe3c990-f045-4cbb-8cb8-bc007ddce445"
"Treatment of Symptoms and Complications","cd56bfd5-2d85-44f5-a19f-ae8595d8cc53"
"Itching.","a40e7150-4df1-4878-b4aa-1442a29989e4"
"Dry eyes and mouth.","392e6baa-0162-46aa-9ce4-9c1d0c00235c"
"Portal hypertension.","0c41a673-717b-48f7-85f5-b777a4644352"
"Varices.","c532ce93-185f-4865-9cfa-2b0871adb496"
"Edema and ascites.","f7431f71-9c9f-43c0-b237-f2cf0991b236"
"Hepatic encephalopathy.","0f2b80f4-4bd6-417b-9580-356446c13d6b"
"Osteoporosis.","5b25e7d3-70ff-4539-ada7-ea6452ee1647"
"Gallstones and bile duct stones.","78e2f765-c24a-4ba6-8213-18a3312cb030"
"Liver cancer.","9a23d8f6-47b6-4d7f-b3f4-39fd3aade988"
"When is a liver transplant considered for primary biliary cirrhosis?","55287610-f2f5-4bc2-a6bf-1e21729f7d65"
"Eating, Diet, and Nutrition","569c6860-b965-48af-b13c-ea2e0a8933f0"
"Points to Remember","1671d57d-75c0-42c6-9fb2-9be96efdfacb"
"Hope through Research","34cea5f7-02b9-4620-9114-9065e365d5e4"
"For More Information","e9a2494c-fb4b-4f34-a62f-04bef45c47da"
"American Liver Foundation","c028c432-39f2-4bff-82eb-043c5d9ddd50"
"United Network for Organ Sharing","887042ab-c7c2-46d2-8d25-29e49d931ebb"
"Acknowledgments","647d3fdd-218d-48cd-930c-6174b7ebe75e"
"National Digestive Diseases Information Clearinghouse","93522776-f340-4c6e-9d76-6f364c30a683"
